archive_key	https_url	original_key	version_id	original_last_modified	bytes	original_etag	original_storage_class	archive_etag	archive_last_modified	archive_encryption	status
version-history/2026-07-16-snapshot/objects/dc/dcbf9b7bf8f28f816508bec1cdc7a855edfb291bb1b4895cf85f8e3a9f0c3fcd	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/dc/dcbf9b7bf8f28f816508bec1cdc7a855edfb291bb1b4895cf85f8e3a9f0c3fcd	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/human_reference_smoke_references.csv	OV7LcedJo1_yjZHPEXt1RxLKCzzicsnk	2026-06-14T21:53:59+00:00	1748	f9b849db8680c9a5d1969f154415abfc	STANDARD	27e4ca6f7b3161caca9f22ff180154c2	2026-07-16T18:45:11+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/8d/8d5412877b0d82954ed80f3c3e0ac844365308c6d4d5c0ba0184ae68b6a79ede	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/8d/8d5412877b0d82954ed80f3c3e0ac844365308c6d4d5c0ba0184ae68b6a79ede	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/human_reference_smoke_samplesheet.csv	IJMwQm68nx84G2fTfJ70_tcZvomzJ9n4	2026-06-14T21:54:00+00:00	4327	345d37ae1d21c50b69c48c34e03610eb	STANDARD	cbdb9ddd5c75aa476b19afd123666944	2026-07-16T18:45:11+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/a6/a69679e79a82d40e7149cc1100d6a16d7d8b74e545c12aa91356f328009d9051	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/a6/a69679e79a82d40e7149cc1100d6a16d7d8b74e545c12aa91356f328009d9051	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/orthogonal_public_examples.csv	AL8ggmHf2cQQBmIlIyt9cBWttw7EvmX4	2026-06-14T21:54:01+00:00	3629	d73af64e24c01194d054bbc86715c20d	STANDARD	2f1bd253b78e6bfff9f3882d5bcc54a8	2026-07-16T18:45:11+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/ee/eea570221086875ab532b85a94594fad793e47a3756a79974b3a2f26306d5488	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/ee/eea570221086875ab532b85a94594fad793e47a3756a79974b3a2f26306d5488	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/orthogonal_validation_candidates.csv	15YLMI07ta.YoRfkK6hpg5KmjMWQRtwo	2026-06-14T21:54:01+00:00	2667	6dd45c7e5cc7087a9f4f3f83545ae3cb	STANDARD	e02b1870589fc3f1046b06f002b328a8	2026-07-16T18:45:11+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/f2/f2e3c30aa684175be26c0b99f1ec906ca1a9a423cd7ac4ea2388eb3a00ba6e66	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/f2/f2e3c30aa684175be26c0b99f1ec906ca1a9a423cd7ac4ea2388eb3a00ba6e66	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/phase3_wgs_smoke_samplesheet.csv	CUwPBST13CEIWCwjFf7xxp10UZXXa8s3	2026-06-14T21:54:01+00:00	5085	441dbc3ea558195164cca91ffa52c351	STANDARD	58c0a2a1af301e6dc7cd2e3650854895	2026-07-16T18:45:11+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/13/13df1ca5238503e41ad0b022b2126f9590f79a33407b271835672d3c30bf2831	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/13/13df1ca5238503e41ad0b022b2126f9590f79a33407b271835672d3c30bf2831	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/production_somatic_smoke_samplesheet.csv	vzcTvZWXo3wC.adLBwccIaEwECqUdTnQ	2026-06-14T21:54:02+00:00	4875	a5107ab9321b2aa4452264904794471b	STANDARD	68234019f9e1cf63b02cb2b43d61b116	2026-07-16T18:45:12+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/77/776101409b87bafc84870e41f90fb7e9a9859b9c6f622b28bfe9bcf8a32d9790	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/77/776101409b87bafc84870e41f90fb7e9a9859b9c6f622b28bfe9bcf8a32d9790	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/raw_representative_panel.csv	_BoTLJ71RMZW.pJqo.vYCM8rNeeysO1w	2026-06-14T21:54:02+00:00	6053	4e53d4db3ea37691b04a12611bc22162	STANDARD	f5079f3500d4589707b64980cc269ef9	2026-07-16T18:45:12+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/52/52d6f8c27b6d0ad15cd9efde9d9ad90e6b0584cdf7b56314c314fff6f7c63846	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/52/52d6f8c27b6d0ad15cd9efde9d9ad90e6b0584cdf7b56314c314fff6f7c63846	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/raw_representative_panel_summary.json	2xpbMfcY5sxoOrcUUCrssOYtRuyPEFlp	2026-06-14T21:54:03+00:00	856	d84d257c55e445fc3abde86ce9388c69	STANDARD	3219d8e41e7e6908a61a4943340d19ff	2026-07-16T18:45:12+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/21/2124aec6315b9a737022c5dce9356a94d012092a50335e4c9db6e415db0acd0b	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/21/2124aec6315b9a737022c5dce9356a94d012092a50335e4c9db6e415db0acd0b	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/raw_samplesheet.csv	zlrpoIS7CYyWW3oW4CC.VEjVgxPccYu.	2026-06-14T21:54:03+00:00	3757	6a50511899c0a3e50cdf2abf0799d896	STANDARD	ff5070f80303d9d1b23cad4a3b8341ba	2026-07-16T18:45:12+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/c5/c59473ed0ae30ed1f4730ab97d0335f7c55be0830b6d0d78ed65b3c1792c8013	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/c5/c59473ed0ae30ed1f4730ab97d0335f7c55be0830b6d0d78ed65b3c1792c8013	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/raw_smoke_samplesheet.csv	1oXydEqCcA0f.DZ684jTA3OVdMcFmD7Z	2026-06-14T21:54:04+00:00	976	94a6d27cf49b154ce0d2bfa9d84d9833	STANDARD	8559d712f591f3d51e67b4d17505e27a	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/da/da05295f29dc6ec6b2d8526222bbc619ea4d94450dd874810f1fb0b24c4d7871	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/da/da05295f29dc6ec6b2d8526222bbc619ea4d94450dd874810f1fb0b24c4d7871	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/reference_panel_validation.json	Lf6BD.YWWsbcQjBe5oNc0cs6EXapYbly	2026-06-14T21:54:04+00:00	865	c1cde9b39dcfea631a826be5709d5b35	STANDARD	032ed4086d9793e97ac91785df8286fc	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/cb/cb7ad9b17efe7930a18f1a27edb3a7108df3b33a2e5f7265bc70b7c7a80e15b4	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/cb/cb7ad9b17efe7930a18f1a27edb3a7108df3b33a2e5f7265bc70b7c7a80e15b4	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/manifests/validation_atlases.json	IpVDg3RNM_Jz2kVcTPc1iTh14FYAt2Se	2026-06-14T21:54:05+00:00	15462	29d841350bed24f476c10cb05c53540a	STANDARD	148195e8d788705f08bc63e5a6804764	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/a7/a793a30bdf54ac332874343d033b6be599b62465b5ca32b255c1b14663aa3353	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/a7/a793a30bdf54ac332874343d033b6be599b62465b5ca32b255c1b14663aa3353	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/	qb_g0uUaKxVurEO.iS541v_EKgXgGfR7	2026-06-14T21:53:54+00:00	0	400027aa111434a7b630246d95ce2a4b	STANDARD	d41d8cd98f00b204e9800998ecf8427e	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/85/85c7cdd68a8e88956a2e580d4f1ef354cb884d883693064d263f721ad22f460c	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/85/85c7cdd68a8e88956a2e580d4f1ef354cb884d883693064d263f721ad22f460c	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/	9ALwAwq_Bkrb2P9ugDXeTw8wnnLDqYv5	2026-06-14T21:53:54+00:00	0	da7795426056381e7caa583f4f7ba250	STANDARD	d41d8cd98f00b204e9800998ecf8427e	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/e6/e6ab7c5593ca9d9d73cfa7de950b416dd9cfdc4e48f073de46f58aba32f9566a	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/e6/e6ab7c5593ca9d9d73cfa7de950b416dd9cfdc4e48f073de46f58aba32f9566a	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/README.md	s47fMe2WDC1FytB0Il5OFNlGlAX2NXdf	2026-06-14T21:53:56+00:00	234	152fd342f77eecc63eba5213289b9111	STANDARD	91c771196c841fc52f5c77a8e4858a5c	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/d9/d9ca80fdaca16f1d5d73d707d376dab8d2aecb4b4c256456f08b995569b026f8	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/d9/d9ca80fdaca16f1d5d73d707d376dab8d2aecb4b4c256456f08b995569b026f8	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/input_contract.json	gTwntbR2YJCYBMlTrEaKrEVF3pulQHYB	2026-06-14T21:53:56+00:00	1727	9f735f8ebe41bd3aafa729f35237d35c	STANDARD	38c31be836616359f35b595c9ca4514f	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/08/086b9a1013c46fcaee6fc4ed400f3faeaa8a9cc6f569a7399098e92f898dc1a5	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/08/086b9a1013c46fcaee6fc4ed400f3faeaa8a9cc6f569a7399098e92f898dc1a5	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/input_validation_summary.csv	cYrAlwnFc0oR4Y_tfENXRMbuCfdtS1GN	2026-06-14T21:53:57+00:00	217	683a29cf2a2fd0e4b6879ad90505965c	STANDARD	5fbd6ddd738b05f4e5e87994dab48f38	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/4d/4d2b8a5baea1c59a3899f8f07fc6adaf652f1f36ae29b2304fa284feac01d016	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/4d/4d2b8a5baea1c59a3899f8f07fc6adaf652f1f36ae29b2304fa284feac01d016	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/input_validation_summary.json	dGkIU66m5A9.dC6sYlr4ufRvS99nfRDU	2026-06-14T21:53:57+00:00	2227	a38cdd97f4dbeef8fa30ba351e0dd762	STANDARD	18277fc46c866aecf743d83bec7def5e	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/36/36a73111062f7c4afcaf56842a648eea39b207356e17a59924b0e33cf5f78d65	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/36/36a73111062f7c4afcaf56842a648eea39b207356e17a59924b0e33cf5f78d65	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/intake_readiness_summary.csv	F9x_dFfDIlnysAZaFSoW2EgtZC0f6aoL	2026-06-14T21:53:58+00:00	321	08157e381347a71436a377d0d0d744f5	STANDARD	ee807de64e06454c8317ef365896544d	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/73/733c48ed68e9fb627511ee9fb4525a20c7787465b757a55db875f071d58d8690	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/73/733c48ed68e9fb627511ee9fb4525a20c7787465b757a55db875f071d58d8690	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/diana_raw_intake/intake_readiness_summary.json	qyzxt2wmYZsJ1yUsitn7Dhu4Pz4r1fpo	2026-06-14T21:53:58+00:00	587	6565aaa6eaed952a62562fc24d6d5dcb	STANDARD	1665a4334410e4f27e94de944fb225f2	2026-07-16T18:45:13+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/09/093d00253067c50392429eac3eb98d6b031906eb402f464f00ba3f36a3eae09b	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/09/093d00253067c50392429eac3eb98d6b031906eb402f464f00ba3f36a3eae09b	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/	TgflvPgcB7BUCuXZaXyp3VuxJuSnZTxM	2026-06-14T21:53:59+00:00	0	a586bee11102d036bdf87bfbb06cc01a	STANDARD	d41d8cd98f00b204e9800998ecf8427e	2026-07-16T18:45:15+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/66/667ce3354643c8ebcf7706ac0147590668ae2f9e53b0b75febc8337f80e78e33	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/66/667ce3354643c8ebcf7706ac0147590668ae2f9e53b0b75febc8337f80e78e33	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.brca_chr13_chr17_smoke.bed.log	5Wgs7cHFwHgpiw1kfRFkCfnVSaec7GOz	2026-06-14T21:53:59+00:00	343	a6fe3ec61ba8698e95ea2a8ca7bbef9a	STANDARD	5f13a1d4f95d963e0146f4d5bb939a48	2026-07-16T18:45:15+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/a0/a04d3af1094070cbbe6c9e1d95f17f95a0491098b2f96fe6b15ede38587ebc3a	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/a0/a04d3af1094070cbbe6c9e1d95f17f95a0491098b2f96fe6b15ede38587ebc3a	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.hg38.analysisSet.fa.gz.log	_N5ftjJX3xd5NRPPCFx1Uuyuc99w99Ga	2026-06-14T21:54:00+00:00	335	78b88e22297d33525cdbd353a69bab55	STANDARD	d89c622fe2a981c69a354be1672ffb9d	2026-07-16T18:45:15+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/ea/eaacbf1b2fd29ff34d40293ee870637083ddff783fe5a4c02afb3e744aff0921	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/ea/eaacbf1b2fd29ff34d40293ee870637083ddff783fe5a4c02afb3e744aff0921	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.dict.log	3PPAJVvqmmrsJb3D4CzsBVlU_5GmmSr_	2026-06-14T21:54:00+00:00	355	5af7ca2ef1fd544df2019c3197a915ff	STANDARD	c38a86f5e9ee19962cadc14660438cce	2026-07-16T18:45:15+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/bb/bb9d0a2f1f3c29c80282f37633fe64da80f0d812fa8434f1a9774f514b810ca4	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/bb/bb9d0a2f1f3c29c80282f37633fe64da80f0d812fa8434f1a9774f514b810ca4	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.amb.log	ehhU93hiKCCOXix7ryeotXJH2k0WbRg9	2026-06-14T21:54:01+00:00	359	8836457d629c8d2da888331c5ac78757	STANDARD	bedec7947aede8bba7a7c8dbe70135d4	2026-07-16T18:45:15+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/25/25fb257d723703f237998f17f95de85a533045b37326fafdb87f7ab4a1a2ff00	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/25/25fb257d723703f237998f17f95de85a533045b37326fafdb87f7ab4a1a2ff00	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.ann.log	Ux_FN2N21lpaK7A6XI.0Jl.9ggQVq78E	2026-06-14T21:54:01+00:00	359	9b2060d2f654101bd88823d43ca0d4a1	STANDARD	78d441f373a1e1994d242783c9ad7ea9	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/f9/f9b9cacaef3b0fe3f483c836f677ce5d2f844f3f62344d6343bf74a79325d75c	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/f9/f9b9cacaef3b0fe3f483c836f677ce5d2f844f3f62344d6343bf74a79325d75c	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.bwt.log	GxMdlrHksxJOZek..2JQLhQx4A9oiMmr	2026-06-14T21:54:02+00:00	359	6190c8dc332c05156e2b98c2eb7580f0	STANDARD	b331f0627add82281af64ee5372ca7ab	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/7f/7f611e86b0f10f22b6552b8cd1f02098c13d09032d01e4c1b01653e3e8492108	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/7f/7f611e86b0f10f22b6552b8cd1f02098c13d09032d01e4c1b01653e3e8492108	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.fai.log	5Ha8_4tFn1pFg9Hfwh0I4uu6bDg3Fy9n	2026-06-14T21:54:02+00:00	359	8b27d56b93d0f2d4be6537d9969e8edf	STANDARD	88de0e51db15dbb1b86b08f333ec15e3	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/dd/dde0ddd182f340fe90c0e3ab70628fbe7315165538dc779d2cfa0fe49b50b0eb	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/dd/dde0ddd182f340fe90c0e3ab70628fbe7315165538dc779d2cfa0fe49b50b0eb	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.log	hqhbOaDk2dRRs5uqFXzadMc3XSuupjyC	2026-06-14T21:54:02+00:00	351	cba79a0103202f0155dc8f215f3ca29c	STANDARD	72d1e3c7c4ae7e5201041a3633b7e200	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/df/df5760cc7800f20d41f7d157f51cd3e62e5b5eff4c5f6a259c74ee72c16627b0	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/df/df5760cc7800f20d41f7d157f51cd3e62e5b5eff4c5f6a259c74ee72c16627b0	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.pac.log	jViYouO_ygk3zKuOBCwAg7itSDMh8WxB	2026-06-14T21:54:03+00:00	359	a451d72162c0b1e85ae07816c91cf2f5	STANDARD	2929e85192ac64c2ce99eb64dc06e9ee	2026-07-16T18:45:17+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/d5/d5f8cea826a84362fe738a840aaa3809f16fb07b08c7958854062c73f2a11f32	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/d5/d5f8cea826a84362fe738a840aaa3809f16fb07b08c7958854062c73f2a11f32	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/cache_restore.ucsc_hg38_analysis_set_full.ucsc_hg38_analysis_set_full.fa.sa.log	lIRlud8FpfbUHncPNxuUS5zHDg7ns2p.	2026-06-14T21:54:03+00:00	357	ff17de410a4dc77922cf505e94d4e7b1	STANDARD	8059a5802ea8b65f0859de7e98dc0c3d	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/74/744ca9c6bffe8d05142fdd35ff4caff032dcebeb0d685bd476c26d01fb6ddab5	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/74/744ca9c6bffe8d05142fdd35ff4caff032dcebeb0d685bd476c26d01fb6ddab5	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/full_reference_smoke/reference_assets_summary.json	y5SeNLcvJF_Q7jtiQ_Z7Gu7lKEpdv1.4	2026-06-14T21:54:04+00:00	3402	d162b3178f1eb5ef6b6061fa72f05b57	STANDARD	7d0ef5247b5201c494ddc9a4409c9f57	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/0b/0bff8e619f93f0ab789842426ac803f23a596b374015bbf364f2d8ced02167e1	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/0b/0bff8e619f93f0ab789842426ac803f23a596b374015bbf364f2d8ced02167e1	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/phase3_wgs_smoke/	D9xcUt2EIHkhWmygx7MzDBCcrZJM8vTu	2026-06-14T21:54:04+00:00	0	7e780312fdc894ee56c6bc2626c60d28	STANDARD	d41d8cd98f00b204e9800998ecf8427e	2026-07-16T18:45:16+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/04/04d1ef4d6bb738e781fbce970183b33b8dc1d1ed6420edd8b220f7f67503e9ed	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/04/04d1ef4d6bb738e781fbce970183b33b8dc1d1ed6420edd8b220f7f67503e9ed	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/phase3_wgs_smoke/README.md	j2K79xoCvJwfTzBrj3gNM750OTTkKzCq	2026-06-14T21:54:05+00:00	464	dd675f34ec5e1ee6e34197983922b492	STANDARD	b478c135d0a62627d3c5dfd92a666b20	2026-07-16T18:45:17+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/0d/0df17c1aac0394d07f1d45531ff8b5e3298e62994b71ea3da5eb55f5c1cb9f13	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/0d/0df17c1aac0394d07f1d45531ff8b5e3298e62994b71ea3da5eb55f5c1cb9f13	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/phase3_wgs_smoke/asset_summary.json	5dHaKaiX6Mgg.jQnllGmaYeA6BPtRm59	2026-06-14T21:54:06+00:00	2004	7edb1382184d8096f193bb5dc898971a	STANDARD	590bec25c2dd79c6e18e246f959c5f25	2026-07-16T18:45:17+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/1b/1bef506fd7de66436ca385d23cb3d6711e6b5e460b582219d1c2b830a58e0a54	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/1b/1bef506fd7de66436ca385d23cb3d6711e6b5e460b582219d1c2b830a58e0a54	runs/phase3_fastpath_forcealign_minimap2_scatter8_normal_shardmanifest_20260614T2117Z/phase3_wgs_scatter/workspace/results/phase3_wgs_smoke/fastq_summary.csv	V7_bBkQHs9LvYKuIid1RZ5Hxt_1Yjn54	2026-06-14T21:54:06+00:00	1596	64696cbed10416206422253b3582cade	STANDARD	e5377ac3892719ccde7853ca65add29b	2026-07-16T18:45:17+00:00	AES256	copied
