contig,start,end,length,tumor_depth_sum,normal_depth_sum,tumor_mean_depth,normal_mean_depth,log2_tumor_normal,coverage_class
chr8,5000000,10000000,5000000,231073527,293593212,46.214705,58.718642,-0.3455,neutral_or_low_signal
chr8,10000000,15000000,5000000,223517129,300155811,44.703426,60.031162,-0.4253,neutral_or_low_signal
chr8,15000000,20000000,5000000,223804918,307479746,44.760984,61.495949,-0.4582,neutral_or_low_signal
chr8,20000000,25000000,5000000,214993714,295310295,42.998743,59.062059,-0.4579,neutral_or_low_signal
chr8,25000000,30000000,5000000,218802919,299265723,43.760584,59.853145,-0.4518,neutral_or_low_signal
chr8,30000000,35000000,5000000,220999507,296402454,44.199901,59.280491,-0.4235,neutral_or_low_signal
chr8,35000000,40000000,5000000,220737711,291220800,44.147542,58.24416,-0.3998,neutral_or_low_signal
chr8,40000000,45000000,5000000,241417431,330174045,48.283486,66.034809,-0.4517,neutral_or_low_signal
chr8,45000000,50000000,5000000,209641926,309999026,41.928385,61.999805,-0.5643,relative_loss
chr8,50000000,55000000,5000000,209679138,303213136,41.935828,60.642627,-0.5321,relative_loss
chr8,55000000,60000000,5000000,315098307,316735088,63.019661,63.347018,-0.0075,neutral_or_low_signal
chr8,60000000,65000000,5000000,331577865,313692277,66.315573,62.738455,0.08,neutral_or_low_signal
chr8,65000000,70000000,5000000,307358960,314234028,61.471792,62.846806,-0.0319,neutral_or_low_signal
chr8,70000000,75000000,5000000,292284573,311178189,58.456915,62.235638,-0.0904,neutral_or_low_signal
chr8,75000000,80000000,5000000,286501795,321484466,57.300359,64.296893,-0.1662,neutral_or_low_signal
chr8,80000000,85000000,5000000,285705879,314525602,57.141176,62.90512,-0.1386,neutral_or_low_signal
chr8,85000000,90000000,5000000,321787627,346402875,64.357525,69.280575,-0.1063,neutral_or_low_signal
chr8,90000000,95000000,5000000,286558200,311329082,57.31164,62.265816,-0.1196,neutral_or_low_signal
chr8,95000000,100000000,5000000,284929237,315067417,56.985847,63.013483,-0.1451,neutral_or_low_signal
chr8,100000000,105000000,5000000,372557922,319837200,74.511584,63.96744,0.2201,neutral_or_low_signal
chr8,105000000,110000000,5000000,402474930,313209341,80.494986,62.641868,0.3618,neutral_or_low_signal
chr8,110000000,115000000,5000000,473762885,310260120,94.752577,62.052024,0.6107,relative_gain
chr8,115000000,120000000,5000000,529746506,317917426,105.949301,63.583485,0.7366,relative_gain
chr8,120000000,125000000,5000000,596649032,304993125,119.329806,60.998625,0.9681,relative_gain
chr8,125000000,130000000,5000000,716682018,313338645,143.336404,62.667729,1.1936,relative_gain
chr8,130000000,135000000,5000000,670210181,296646940,134.042036,59.329388,1.1759,relative_gain
chr8,135000000,140000000,5000000,627635352,293073631,125.52707,58.614726,1.0987,relative_gain
chr8,140000000,145000000,5000000,576503865,280082863,115.300773,56.016573,1.0415,relative_gain
chr8,145000000,145138636,138636,8114443,4517925,58.530562,32.588397,0.8448,relative_gain
chr9,0,5000000,5000000,428936792,317856365,85.787358,63.571273,0.4324,neutral_or_low_signal
chr9,5000000,10000000,5000000,429843539,311112056,85.968708,62.222411,0.4664,neutral_or_low_signal
chr9,10000000,15000000,5000000,439140802,295332806,87.82816,59.066561,0.5723,relative_gain
chr9,15000000,20000000,5000000,247954966,311186054,49.590993,62.237211,-0.3277,neutral_or_low_signal
chr9,20000000,25000000,5000000,218881626,310226627,43.776325,62.045325,-0.5032,relative_loss
chr9,25000000,30000000,5000000,225411077,304874893,45.082215,60.974979,-0.4357,neutral_or_low_signal
chr9,30000000,35000000,5000000,224795013,309338738,44.959003,61.867748,-0.4606,neutral_or_low_signal
chr9,35000000,40000000,5000000,233372004,306099220,46.674401,61.219844,-0.3914,neutral_or_low_signal
chr9,40000000,45000000,5000000,461440609,378293761,92.288122,75.658752,0.2866,neutral_or_low_signal
chr9,45000000,50000000,5000000,25549833,21420914,5.109967,4.284183,0.2543,neutral_or_low_signal
chr9,50000000,55000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr9,55000000,60000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr9,60000000,65000000,5000000,246403619,225541365,49.280724,45.108273,0.1276,neutral_or_low_signal
chr9,65000000,70000000,5000000,294189485,272450743,58.837897,54.490149,0.1108,neutral_or_low_signal
chr9,70000000,75000000,5000000,344527907,303197238,68.905581,60.639448,0.1844,neutral_or_low_signal
chr9,75000000,80000000,5000000,339835921,308187172,67.967184,61.637434,0.141,neutral_or_low_signal
chr9,80000000,85000000,5000000,343115585,295468823,68.623117,59.093765,0.2157,neutral_or_low_signal
chr9,85000000,90000000,5000000,337524111,301362853,67.504822,60.272571,0.1635,neutral_or_low_signal
chr9,90000000,95000000,5000000,336873692,303144452,67.374738,60.62889,0.1522,neutral_or_low_signal
chr9,95000000,100000000,5000000,336117235,307772172,67.223447,61.554434,0.1271,neutral_or_low_signal
chr9,100000000,105000000,5000000,340764542,302720303,68.152908,60.544061,0.1708,neutral_or_low_signal
chr9,105000000,110000000,5000000,277034817,308612869,55.406963,61.722574,-0.1557,neutral_or_low_signal
chr9,110000000,115000000,5000000,228711158,311690253,45.742232,62.338051,-0.4466,neutral_or_low_signal
chr9,115000000,120000000,5000000,231242604,297647419,46.248521,59.529484,-0.3642,neutral_or_low_signal
chr9,120000000,125000000,5000000,240412911,310445884,48.082582,62.089177,-0.3688,neutral_or_low_signal
chr9,125000000,130000000,5000000,269732389,294442835,53.946478,58.888567,-0.1265,neutral_or_low_signal
chr9,130000000,135000000,5000000,349030864,281231823,69.806173,56.246365,0.3116,neutral_or_low_signal
chr9,135000000,138394717,3394717,230869279,181567264,68.008402,53.485243,0.3466,neutral_or_low_signal
chr10,0,5000000,5000000,228390842,294188975,45.678168,58.837795,-0.3652,neutral_or_low_signal
chr10,5000000,10000000,5000000,229281408,302273038,45.856282,60.454608,-0.3987,neutral_or_low_signal
chr10,10000000,15000000,5000000,219937322,306289380,43.987464,61.257876,-0.4778,neutral_or_low_signal
chr10,15000000,20000000,5000000,229500286,295611627,45.900057,59.122325,-0.3652,neutral_or_low_signal
chr10,20000000,25000000,5000000,283761728,301242502,56.752346,60.2485,-0.0862,neutral_or_low_signal
chr10,25000000,30000000,5000000,227649784,300552963,45.529957,60.110593,-0.4008,neutral_or_low_signal
chr10,30000000,35000000,5000000,377188807,312977729,75.437761,62.595546,0.2692,neutral_or_low_signal
chr10,35000000,40000000,5000000,435522359,287522286,87.104472,57.504457,0.5991,relative_gain
chr10,40000000,45000000,5000000,643715330,370261634,128.743066,74.052327,0.7979,relative_gain
chr10,45000000,50000000,5000000,319595783,302504890,63.919157,60.500978,0.0793,neutral_or_low_signal
chr10,50000000,55000000,5000000,333303815,305164603,66.660763,61.032921,0.1273,neutral_or_low_signal
chr10,55000000,60000000,5000000,310077594,305002758,62.015519,61.000552,0.0238,neutral_or_low_signal
chr10,60000000,65000000,5000000,228467284,316463873,45.693457,63.292775,-0.4701,neutral_or_low_signal
chr10,65000000,70000000,5000000,221889657,303146876,44.377931,60.629375,-0.4502,neutral_or_low_signal
chr10,70000000,75000000,5000000,218417018,305898095,43.683404,61.179619,-0.486,neutral_or_low_signal
chr10,75000000,80000000,5000000,218895961,294681512,43.779192,58.936302,-0.4289,neutral_or_low_signal
chr10,80000000,85000000,5000000,220017546,306376386,44.003509,61.275277,-0.4777,neutral_or_low_signal
chr10,85000000,90000000,5000000,228468400,314267833,45.69368,62.853567,-0.46,neutral_or_low_signal
chr10,90000000,95000000,5000000,225467397,315294539,45.093479,63.058908,-0.4838,neutral_or_low_signal
chr10,95000000,100000000,5000000,219059129,307554954,43.811826,61.510991,-0.4895,neutral_or_low_signal
chr10,100000000,105000000,5000000,214224288,301297461,42.844858,60.259492,-0.4921,neutral_or_low_signal
chr10,105000000,110000000,5000000,221112495,307095549,44.222499,61.41911,-0.4739,neutral_or_low_signal
chr10,110000000,115000000,5000000,220054454,303397351,44.010891,60.67947,-0.4633,neutral_or_low_signal
chr10,115000000,120000000,5000000,218593939,295563380,43.718788,59.112676,-0.4352,neutral_or_low_signal
chr10,120000000,125000000,5000000,378106309,292404306,75.621262,58.480861,0.3708,neutral_or_low_signal
chr10,125000000,130000000,5000000,383787424,282599883,76.757485,56.519977,0.4415,neutral_or_low_signal
chr10,130000000,133797422,3797422,276584309,218094320,72.834757,57.432205,0.3428,neutral_or_low_signal
chr11,0,5000000,5000000,200678660,273857525,40.135732,54.771505,-0.4485,neutral_or_low_signal
chr11,5000000,10000000,5000000,217030439,310024670,43.406088,62.004934,-0.5145,relative_loss
chr11,10000000,15000000,5000000,225511841,307203378,45.102368,61.440676,-0.446,neutral_or_low_signal
chr11,15000000,20000000,5000000,223234708,302864714,44.646942,60.572943,-0.4401,neutral_or_low_signal
chr11,20000000,25000000,5000000,222086688,309565357,44.417338,61.913071,-0.4791,neutral_or_low_signal
chr11,25000000,30000000,5000000,224938390,310975538,44.987678,62.195108,-0.4673,neutral_or_low_signal
chr11,30000000,35000000,5000000,223740031,308987485,44.748006,61.797497,-0.4657,neutral_or_low_signal
chr11,35000000,40000000,5000000,219549767,305309675,43.909953,61.061935,-0.4757,neutral_or_low_signal
chr11,40000000,45000000,5000000,220125547,303758784,44.025109,60.751757,-0.4646,neutral_or_low_signal
chr11,45000000,50000000,5000000,218419039,297319833,43.683808,59.463967,-0.4449,neutral_or_low_signal
chr11,50000000,55000000,5000000,336151229,312093368,67.230246,62.418674,0.1071,neutral_or_low_signal
chr11,55000000,60000000,5000000,431589816,305637700,86.317963,61.12754,0.4978,neutral_or_low_signal
chr11,60000000,65000000,5000000,458079102,297857535,91.61582,59.571507,0.621,relative_gain
chr11,65000000,70000000,5000000,455005381,286558850,91.001076,57.31177,0.6671,relative_gain
chr11,70000000,75000000,5000000,229531863,290476707,45.906373,58.095341,-0.3397,neutral_or_low_signal
chr11,75000000,80000000,5000000,214055886,300939934,42.811177,60.187987,-0.4915,neutral_or_low_signal
chr11,80000000,85000000,5000000,219623181,311517001,43.924636,62.3034,-0.5043,relative_loss
chr11,85000000,90000000,5000000,223223726,313530558,44.644745,62.706112,-0.4901,neutral_or_low_signal
chr11,90000000,95000000,5000000,221303956,308732872,44.260791,61.746574,-0.4803,neutral_or_low_signal
chr11,95000000,100000000,5000000,226406510,309148526,45.281302,61.829705,-0.4494,neutral_or_low_signal
chr11,100000000,105000000,5000000,222767307,307963249,44.553461,61.59265,-0.4672,neutral_or_low_signal
chr11,105000000,110000000,5000000,219922187,312629567,43.984437,62.525913,-0.5075,relative_loss
chr11,110000000,115000000,5000000,215257698,305706436,43.05154,61.141287,-0.5061,relative_loss
chr11,115000000,120000000,5000000,208529552,312064314,41.70591,62.412863,-0.5816,relative_loss
chr11,120000000,125000000,5000000,217696697,321682465,43.539339,64.336493,-0.5633,relative_loss
chr11,125000000,130000000,5000000,217594674,317341448,43.518935,63.46829,-0.5444,relative_loss
chr11,130000000,135000000,5000000,207968713,298215169,41.593743,59.643034,-0.52,relative_loss
chr11,135000000,135086622,86622,2754899,4351184,31.803687,50.231858,-0.6594,relative_loss
chr12,0,5000000,5000000,338221951,304436840,67.64439,60.887368,0.1518,neutral_or_low_signal
chr12,5000000,10000000,5000000,389319523,293459565,77.863905,58.691913,0.4078,neutral_or_low_signal
chr12,10000000,15000000,5000000,467010716,316859452,93.402143,63.37189,0.5596,relative_gain
chr12,15000000,20000000,5000000,464151911,313729186,92.830382,62.745837,0.5651,relative_gain
chr12,20000000,25000000,5000000,440714779,307791757,88.142956,61.558351,0.5179,relative_gain
chr12,25000000,30000000,5000000,385219780,320186273,77.043956,64.037255,0.2668,neutral_or_low_signal
chr12,30000000,35000000,5000000,330265627,302648535,66.053125,60.529707,0.126,neutral_or_low_signal
chr12,35000000,40000000,5000000,306892758,349308558,61.378552,69.861712,-0.1868,neutral_or_low_signal
chr12,40000000,45000000,5000000,224770517,319001150,44.954103,63.80023,-0.5051,relative_loss
chr12,45000000,50000000,5000000,223266566,308169436,44.653313,61.633887,-0.465,neutral_or_low_signal
chr12,50000000,55000000,5000000,215000663,300522596,43.000133,60.104519,-0.4831,neutral_or_low_signal
chr12,55000000,60000000,5000000,219594116,304246741,43.918823,60.849348,-0.4704,neutral_or_low_signal
chr12,60000000,65000000,5000000,223334854,305329121,44.666971,61.065824,-0.4512,neutral_or_low_signal
chr12,65000000,70000000,5000000,220659676,313767061,44.131935,62.753412,-0.5079,relative_loss
chr12,70000000,75000000,5000000,221057593,309214931,44.211519,61.842986,-0.4842,neutral_or_low_signal
chr12,75000000,80000000,5000000,226978493,313385355,45.395699,62.677071,-0.4654,neutral_or_low_signal
chr12,80000000,85000000,5000000,221153520,313195749,44.230704,62.63915,-0.502,relative_loss
chr12,85000000,90000000,5000000,226606756,312986643,45.321351,62.597329,-0.4659,neutral_or_low_signal
chr12,90000000,95000000,5000000,223321842,323909993,44.664368,64.781999,-0.5365,relative_loss
chr12,95000000,100000000,5000000,219423488,314277426,43.884698,62.855485,-0.5183,relative_loss
chr12,100000000,105000000,5000000,219715703,317386883,43.943141,63.477377,-0.5306,relative_loss
chr12,105000000,110000000,5000000,214643017,300150106,42.928603,60.030021,-0.4837,neutral_or_low_signal
chr12,110000000,115000000,5000000,210438197,294451776,42.087639,58.890355,-0.4846,neutral_or_low_signal
chr12,115000000,120000000,5000000,215448479,287530621,43.089696,57.506124,-0.4164,neutral_or_low_signal
chr12,120000000,125000000,5000000,205328449,294229979,41.06569,58.845996,-0.519,relative_loss
chr12,125000000,130000000,5000000,210568747,283318235,42.113749,56.663647,-0.4281,neutral_or_low_signal
chr12,130000000,133275309,3275309,128717580,177041111,39.29937,54.053255,-0.4599,neutral_or_low_signal
chr13,0,5000000,5000000,40,0,8e-06,0.0,0.111,neutral_or_low_signal
chr13,5000000,10000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr13,10000000,15000000,5000000,0,20,0.0,4e-06,-0.0566,neutral_or_low_signal
chr13,15000000,20000000,5000000,476843563,443479324,95.368713,88.695865,0.1046,neutral_or_low_signal
chr13,20000000,25000000,5000000,299142089,302084631,59.828418,60.416926,-0.0141,neutral_or_low_signal
chr13,25000000,30000000,5000000,297732521,300429162,59.546504,60.085832,-0.013,neutral_or_low_signal
chr13,30000000,35000000,5000000,423831179,314756109,84.766236,62.951222,0.4293,neutral_or_low_signal
chr13,35000000,40000000,5000000,439114713,317003000,87.822943,63.4006,0.4701,neutral_or_low_signal
chr13,40000000,45000000,5000000,430743647,313600097,86.148729,62.720019,0.4579,neutral_or_low_signal
chr13,45000000,50000000,5000000,388811596,316001817,77.762319,63.200363,0.2991,neutral_or_low_signal
chr13,50000000,55000000,5000000,110549435,301914870,22.109887,60.382974,-1.4494,relative_loss
chr13,55000000,60000000,5000000,966386,304354765,0.193277,60.870953,-8.2982,relative_loss
chr13,60000000,65000000,5000000,170312730,309526665,34.062546,61.905333,-0.8619,relative_loss
chr13,65000000,70000000,5000000,211253974,307074937,42.250795,61.414987,-0.5396,relative_loss
chr13,70000000,75000000,5000000,212171572,297076522,42.434314,59.415304,-0.4856,neutral_or_low_signal
chr13,75000000,80000000,5000000,209857820,321407524,41.971564,64.281505,-0.615,relative_loss
chr13,80000000,85000000,5000000,210248007,304353354,42.049601,60.870671,-0.5337,relative_loss
chr13,85000000,90000000,5000000,206847637,306369986,41.369527,61.273997,-0.5667,relative_loss
chr13,90000000,95000000,5000000,209731799,310316263,41.94636,62.063253,-0.5652,relative_loss
chr13,95000000,100000000,5000000,204952992,305459718,40.990598,61.091944,-0.5757,relative_loss
chr13,100000000,105000000,5000000,206912703,310494153,41.382541,62.098831,-0.5855,relative_loss
chr13,105000000,110000000,5000000,206733590,293367245,41.346718,58.673449,-0.5049,relative_loss
chr13,110000000,114364328,4364328,159505411,234472973,36.547531,53.724874,-0.5558,relative_loss
chr14,0,5000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr14,5000000,10000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr14,10000000,15000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr14,15000000,20000000,5000000,246569564,184177203,49.313913,36.835441,0.4209,neutral_or_low_signal
chr14,20000000,25000000,5000000,406891021,310557054,81.378204,62.111411,0.3898,neutral_or_low_signal
chr14,25000000,30000000,5000000,372460955,308380157,74.492191,61.676031,0.2724,neutral_or_low_signal
chr14,30000000,35000000,5000000,373614057,312699713,74.722811,62.539943,0.2568,neutral_or_low_signal
chr14,35000000,40000000,5000000,261688733,314418758,52.337747,62.883752,-0.2648,neutral_or_low_signal
chr14,40000000,45000000,5000000,225474154,309022882,45.094831,61.804576,-0.4548,neutral_or_low_signal
chr14,45000000,50000000,5000000,399958269,311113980,79.991654,62.222796,0.3624,neutral_or_low_signal
chr14,50000000,55000000,5000000,439092036,317575689,87.818407,63.515138,0.4674,neutral_or_low_signal
chr14,55000000,60000000,5000000,418055045,314412217,83.611009,62.882443,0.411,neutral_or_low_signal
chr14,60000000,65000000,5000000,237446232,319509864,47.489246,63.901973,-0.4283,neutral_or_low_signal
chr14,65000000,70000000,5000000,360436196,317221256,72.087239,63.444251,0.1843,neutral_or_low_signal
chr14,70000000,75000000,5000000,220767637,311319931,44.153527,62.263986,-0.4959,neutral_or_low_signal
chr14,75000000,80000000,5000000,428678110,300870971,85.735622,60.174194,0.5107,relative_gain
chr14,80000000,85000000,5000000,528387893,306903035,105.677579,61.380607,0.7838,relative_gain
chr14,85000000,90000000,5000000,677201568,294751440,135.440314,58.950288,1.2001,relative_gain
chr14,90000000,95000000,5000000,620535236,302412406,124.107047,60.482481,1.037,relative_gain
chr14,95000000,100000000,5000000,536256386,291667513,107.251277,58.333503,0.8786,relative_gain
chr14,100000000,105000000,5000000,332191759,289233720,66.438352,57.846744,0.1998,neutral_or_low_signal
chr14,105000000,107043718,2043718,112952705,85220149,55.268244,41.698585,0.4065,neutral_or_low_signal
chr15,0,5000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr15,5000000,10000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr15,10000000,15000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr15,15000000,20000000,5000000,140173669,181622159,28.034734,36.324432,-0.3737,neutral_or_low_signal
chr15,20000000,25000000,5000000,239227179,314892192,47.845436,62.978438,-0.3965,neutral_or_low_signal
chr15,25000000,30000000,5000000,217727198,285807430,43.54544,57.161486,-0.3925,neutral_or_low_signal
chr15,30000000,35000000,5000000,216977362,306108276,43.395472,61.221655,-0.4965,neutral_or_low_signal
chr15,35000000,40000000,5000000,231332076,319307722,46.266415,63.861544,-0.465,neutral_or_low_signal
chr15,40000000,45000000,5000000,220195307,309868502,44.039061,61.9737,-0.4929,neutral_or_low_signal
chr15,45000000,50000000,5000000,229326262,307122833,45.865252,61.424567,-0.4214,neutral_or_low_signal
chr15,50000000,55000000,5000000,225663591,318712731,45.132718,63.742546,-0.4981,neutral_or_low_signal
chr15,55000000,60000000,5000000,412670061,313866256,82.534012,62.773251,0.3948,neutral_or_low_signal
chr15,60000000,65000000,5000000,434073428,309558272,86.814686,61.911654,0.4877,neutral_or_low_signal
chr15,65000000,70000000,5000000,400188824,303200399,80.037765,60.64008,0.4004,neutral_or_low_signal
chr15,70000000,75000000,5000000,374008192,300429663,74.801638,60.085933,0.316,neutral_or_low_signal
chr15,75000000,80000000,5000000,321054686,307033578,64.210937,61.406716,0.0644,neutral_or_low_signal
chr15,80000000,85000000,5000000,305284663,299701270,61.056933,59.940254,0.0266,neutral_or_low_signal
chr15,85000000,90000000,5000000,367961160,296752774,73.592232,59.350555,0.3103,neutral_or_low_signal
chr15,90000000,95000000,5000000,449865380,303051113,89.973076,60.610223,0.5699,relative_gain
chr15,95000000,100000000,5000000,482016295,296797326,96.403259,59.359465,0.6996,relative_gain
chr15,100000000,101991189,1991189,187139438,120950400,93.983764,60.742802,0.6297,relative_gain
chr16,0,5000000,5000000,300859161,278555548,60.171832,55.71111,0.1111,neutral_or_low_signal
chr16,5000000,10000000,5000000,326568374,284765419,65.313675,56.953084,0.1976,neutral_or_low_signal
chr16,10000000,15000000,5000000,533191589,301859678,106.638318,60.371936,0.8208,relative_gain
chr16,15000000,20000000,5000000,543726888,287638535,108.745378,57.527707,0.9186,relative_gain
chr16,20000000,25000000,5000000,556453438,327452851,111.290688,65.49057,0.765,relative_gain
chr16,25000000,30000000,5000000,420157212,298569029,84.031442,59.713806,0.4929,neutral_or_low_signal
chr16,30000000,35000000,5000000,521540008,280990241,104.308002,56.198048,0.8923,relative_gain
chr16,35000000,40000000,5000000,255419072,115010941,51.083814,23.002188,1.1511,relative_gain
chr16,40000000,45000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr16,45000000,50000000,5000000,523913087,149755484,104.782617,29.951097,1.8067,relative_gain
chr16,50000000,55000000,5000000,330384013,153732962,66.076803,30.746592,1.1037,relative_gain
chr16,55000000,60000000,5000000,327900235,151726677,65.580047,30.345335,1.1118,relative_gain
chr16,60000000,65000000,5000000,342008121,155194247,68.401624,31.038849,1.14,relative_gain
chr16,65000000,70000000,5000000,323291581,155494667,64.658316,31.098933,1.056,relative_gain
chr16,70000000,75000000,5000000,288762775,163630552,57.752555,32.72611,0.8194,relative_gain
chr16,75000000,80000000,5000000,305675775,150173515,61.135155,30.034703,1.0254,relative_gain
chr16,80000000,85000000,5000000,445989418,151423553,89.197884,30.284711,1.5584,relative_gain
chr16,85000000,90000000,5000000,418733779,142777618,83.746756,28.555524,1.5523,relative_gain
chr16,90000000,90338345,338345,20301425,10326090,60.002143,30.519411,0.9753,relative_gain
chr17,0,5000000,5000000,290986072,280106720,58.197214,56.021344,0.055,neutral_or_low_signal
chr17,5000000,10000000,5000000,303246445,289509445,60.649289,57.901889,0.0669,neutral_or_low_signal
chr17,10000000,15000000,5000000,315993839,282336772,63.198768,56.467354,0.1625,neutral_or_low_signal
chr17,15000000,20000000,5000000,291616830,297290324,58.323366,59.458065,-0.0278,neutral_or_low_signal
chr17,20000000,25000000,5000000,217524991,260427210,43.504998,52.085442,-0.2597,neutral_or_low_signal
chr17,25000000,30000000,5000000,265577660,334824875,53.115532,66.964975,-0.3343,neutral_or_low_signal
chr17,30000000,35000000,5000000,214318019,305841915,42.863604,61.168383,-0.513,relative_loss
chr17,35000000,40000000,5000000,205536789,298162563,41.107358,59.632513,-0.5367,relative_loss
chr17,40000000,45000000,5000000,217085510,304236947,43.417102,60.847389,-0.4869,neutral_or_low_signal
chr17,45000000,50000000,5000000,211017614,312115908,42.203523,62.423182,-0.5647,relative_loss
chr17,50000000,55000000,5000000,226455575,298902552,45.291115,59.78051,-0.4004,neutral_or_low_signal
chr17,55000000,60000000,5000000,225925832,309386330,45.185166,61.877266,-0.4536,neutral_or_low_signal
chr17,60000000,65000000,5000000,226152697,310589483,45.230539,62.117897,-0.4577,neutral_or_low_signal
chr17,65000000,70000000,5000000,405885593,306359593,81.177119,61.271919,0.4058,neutral_or_low_signal
chr17,70000000,75000000,5000000,499400754,291143167,99.880151,58.228633,0.7785,relative_gain
chr17,75000000,80000000,5000000,409701851,283469346,81.94037,56.693869,0.5314,relative_gain
chr17,80000000,83257441,3257441,297747888,175966366,91.405458,54.019817,0.7588,relative_gain
chr18,0,5000000,5000000,250827854,340145158,50.165571,68.029032,-0.4395,neutral_or_low_signal
chr18,5000000,10000000,5000000,220216087,304628412,44.043217,60.925682,-0.4681,neutral_or_low_signal
chr18,10000000,15000000,5000000,367886253,305088162,73.577251,61.017632,0.27,neutral_or_low_signal
chr18,15000000,20000000,5000000,511308298,335842175,102.26166,67.168435,0.6064,relative_gain
chr18,20000000,25000000,5000000,443091930,302408006,88.618386,60.481601,0.5511,relative_gain
chr18,25000000,30000000,5000000,443437223,300516595,88.687445,60.103319,0.5613,relative_gain
chr18,30000000,35000000,5000000,439640676,316533123,87.928135,63.306625,0.474,neutral_or_low_signal
chr18,35000000,40000000,5000000,425898515,304779474,85.179703,60.955895,0.4827,neutral_or_low_signal
chr18,40000000,45000000,5000000,443792821,314310405,88.758564,62.862081,0.4977,neutral_or_low_signal
chr18,45000000,50000000,5000000,429171550,302146925,85.83431,60.429385,0.5063,relative_gain
chr18,50000000,55000000,5000000,491298172,314089992,98.259634,62.817998,0.6454,relative_gain
chr18,55000000,60000000,5000000,445565958,310806618,89.113192,62.161324,0.5196,relative_gain
chr18,60000000,65000000,5000000,112784823,314678014,22.556965,62.935603,-1.4803,relative_loss
chr18,65000000,70000000,5000000,112934675,303369803,22.586935,60.673961,-1.4256,relative_loss
chr18,70000000,75000000,5000000,111761610,299622146,22.352322,59.924429,-1.4227,relative_loss
chr18,75000000,80000000,5000000,145145512,285498222,29.029102,57.099644,-0.976,relative_loss
chr18,80000000,80373285,373285,8193559,15661767,21.949875,41.956593,-0.9347,relative_loss
chr19,0,5000000,5000000,198750133,262855580,39.750027,52.571116,-0.4033,neutral_or_low_signal
chr19,5000000,10000000,5000000,214040179,278820000,42.808036,55.764,-0.3815,neutral_or_low_signal
chr19,10000000,15000000,5000000,333580052,280863644,66.71601,56.172729,0.2482,neutral_or_low_signal
chr19,15000000,20000000,5000000,364779281,279821870,72.955856,55.964374,0.3825,neutral_or_low_signal
chr19,20000000,25000000,5000000,361097940,258307390,72.219588,51.661478,0.4833,neutral_or_low_signal
chr19,25000000,30000000,5000000,224742184,160460649,44.948437,32.09213,0.4861,neutral_or_low_signal
chr19,30000000,35000000,5000000,387786470,281236976,77.557294,56.247395,0.4635,neutral_or_low_signal
chr19,35000000,40000000,5000000,345061001,300028811,69.0122,60.005762,0.2018,neutral_or_low_signal
chr19,40000000,45000000,5000000,212584664,289299438,42.516933,57.859888,-0.4445,neutral_or_low_signal
chr19,45000000,50000000,5000000,217677635,282743783,43.535527,56.548757,-0.3773,neutral_or_low_signal
chr19,50000000,55000000,5000000,350363528,280517702,70.072706,56.10354,0.3208,neutral_or_low_signal
chr19,55000000,58617616,3617616,245406047,198139251,67.8364,54.77067,0.3087,neutral_or_low_signal
chr20,0,5000000,5000000,273038876,293954976,54.607775,58.790995,-0.1065,neutral_or_low_signal
chr20,5000000,10000000,5000000,286686768,317462701,57.337354,63.49254,-0.1471,neutral_or_low_signal
chr20,10000000,15000000,5000000,304221983,308657557,60.844397,61.731511,-0.0209,neutral_or_low_signal
chr20,15000000,20000000,5000000,274895458,295619596,54.979092,59.123919,-0.1049,neutral_or_low_signal
chr20,20000000,25000000,5000000,270234452,295445614,54.04689,59.089123,-0.1287,neutral_or_low_signal
chr20,25000000,30000000,5000000,412597853,428850673,82.519571,85.770135,-0.0557,neutral_or_low_signal
chr20,30000000,35000000,5000000,309627589,308490070,61.925518,61.698014,0.0053,neutral_or_low_signal
chr20,35000000,40000000,5000000,367645227,301600796,73.529045,60.320159,0.2857,neutral_or_low_signal
chr20,40000000,45000000,5000000,373352890,297330145,74.670578,59.466029,0.3285,neutral_or_low_signal
chr20,45000000,50000000,5000000,394345623,300010556,78.869125,60.002111,0.3944,neutral_or_low_signal
chr20,50000000,55000000,5000000,400105767,296588827,80.021153,59.317765,0.4319,neutral_or_low_signal
chr20,55000000,60000000,5000000,392489900,287853534,78.49798,57.570707,0.4473,neutral_or_low_signal
chr20,60000000,64444167,4444167,313994255,234788801,70.653118,52.830778,0.4194,neutral_or_low_signal
chr21,0,5000000,5000000,0,0,0.0,0.0,0.0,neutral_or_low_signal
chr21,5000000,10000000,5000000,473791229,573979279,94.758246,114.795856,-0.2767,neutral_or_low_signal
chr21,10000000,15000000,5000000,174665002,233019126,34.933,46.603825,-0.4159,neutral_or_low_signal
chr21,15000000,20000000,5000000,215761684,304927113,43.152337,60.985423,-0.499,neutral_or_low_signal
